,author,class,data-id,sport,teamname,timestamp,url
1,Bill Barnwell,story-link,25966875,nfl,seattle-seahawks,6d,http://www.espn.com/nfl/story/_/id/25966875/five-2019-offseason-moves-nfc-team-make-bill-barnwell-predicts-trades-free-agency-cuts
2,Brady Henderson,story-link,seattle-seahawks-32472,nfl,seattle-seahawks,8d,http://espn.com/blog/seattle-seahawks/post/_/id/32472/seahawks-may-need-shaquem-griffin-to-replace-k-j-wright
3,Brady Henderson,story-link,seattle-seahawks-32448,nfl,seattle-seahawks,15d,http://espn.com/blog/seattle-seahawks/post/_/id/32448/whats-next-for-seahawks-rashaad-penny-after-muted-rookie-season
4,Bill Barnwell,story-link,25901330,nfl,seattle-seahawks,9d,http://www.espn.com/espn/feature/story/_/id/25901330/predicting-2019-nfl-offseason-dominoes-free-agents-trades-cause-ripples
5,Jeremy Willis,story-link,25932328,nfl,seattle-seahawks,14d,http://www.espn.com/nfl/story/_/id/25932328/nfl-2018-quiz-how-well-do-remember-season
6,Adam Schefter,story-link,25913964,nfl,seattle-seahawks,17d,http://www.espn.com/nfl/story/_/id/25913964/russell-wilson-seahawks-talked-new-deal-qb
7,Jeff Legwold,story-link,25908742,nfl,seattle-seahawks,17d,http://www.espn.com/nfl/story/_/id/25908742/pro-football-hall-fame-8-person-class-includes-ed-reed-ty-law-champ-bailey-tony-gonzalez
8,Bill Barnwell,story-link,25834281,nfl,seattle-seahawks,23d,http://www.espn.com/nfl/story/_/id/25834281/predicting-2019-vegas-win-totals-unders-all-32-nfl-teams
9,Jeff Legwold,story-link,nflnation-293067,nfl,seattle-seahawks,24d,http://espn.com/blog/nflnation/post/_/id/293067/why-a-500-point-season-doesnt-mean-much-at-the-super-bowl
10,Brady Henderson,story-link,seattle-seahawks-32433,nfl,seattle-seahawks,28d,http://espn.com/blog/seattle-seahawks/post/_/id/32433/russell-wilsons-extension-will-be-steep-if-it-happens-at-all
